7.266715240478515625e+01,1.104430770874023438e+02,1.790364227294921875e+02,9.651962280273437500e+01,1.247004928588867188e+02,1.417924804687500000e+02,1.065546264648437500e+02,1.885278778076171875e+02,1.677720794677734375e+02,1.815082855224609375e+02
8.060900878906250000e+01,1.016683959960937500e+02,1.772931518554687500e+02,1.065960388183593750e+02,1.289373321533203125e+02,1.457779388427734375e+02,9.464364624023437500e+01,1.733784179687500000e+02,1.601633300781250000e+02,1.759502105712890625e+02
8.089430999755859375e+01,1.028381347656250000e+02,1.809357604980468750e+02,1.052652130126953125e+02,1.225836486816406250e+02,1.536788024902343750e+02,9.932193756103515625e+01,1.784064025878906250e+02,1.623146514892578125e+02,1.799909362792968750e+02
8.650395965576171875e+01,9.272304534912109375e+01,1.753602294921875000e+02,1.151428451538085938e+02,1.088512725830078125e+02,1.254539566040039062e+02,8.029066467285156250e+01,1.597711029052734375e+02,1.424355163574218750e+02,1.748871765136718750e+02
8.297173309326171875e+01,9.439617156982421875e+01,1.798901672363281250e+02,1.140689468383789062e+02,1.255169525146484375e+02,1.573280944824218750e+02,8.889398956298828125e+01,1.789724731445312500e+02,1.434082946777343750e+02,1.895820312500000000e+02
8.391855621337890625e+01,1.068395233154296875e+02,1.772789611816406250e+02,1.016060028076171875e+02,1.445515899658203125e+02,1.468158721923828125e+02,1.059058609008789062e+02,1.810468139648437500e+02,1.651881561279296875e+02,1.763633728027343750e+02
8.028557586669921875e+01,1.127783889770507812e+02,1.695940704345703125e+02,9.527014923095703125e+01,1.222907409667968750e+02,1.481159362792968750e+02,1.074262847900390625e+02,1.806400299072265625e+02,1.700770416259765625e+02,1.699197387695312500e+02
8.056504058837890625e+01,1.000728683471679688e+02,1.780990142822265625e+02,1.073156661987304688e+02,1.008873291015625000e+02,1.443410491943359375e+02,9.189629364013671875e+01,1.762450561523437500e+02,1.502566680908203125e+02,1.826690979003906250e+02
8.076691436767578125e+01,1.203572769165039062e+02,1.675323333740234375e+02,8.865474700927734375e+01,1.210184555053710938e+02,1.517116088867187500e+02,1.186082992553710938e+02,1.819434814453125000e+02,1.758380737304687500e+02,1.625029754638671875e+02
8.825867462158203125e+01,9.266975402832031250e+01,1.749065246582031250e+02,1.160834884643554688e+02,1.311743927001953125e+02,1.424355773925781250e+02,8.263359832763671875e+01,1.580738830566406250e+02,1.498030242919921875e+02,1.735268707275390625e+02
8.117798614501953125e+01,1.040385589599609375e+02,1.763003082275390625e+02,1.032959976196289062e+02,1.315935974121093750e+02,1.482372894287109375e+02,9.141579437255859375e+01,1.688675537109375000e+02,1.660933380126953125e+02,1.678280029296875000e+02
7.644285583496093750e+01,1.082385101318359375e+02,1.768969268798828125e+02,9.981176757812500000e+01,1.255403060913085938e+02,1.533256988525390625e+02,9.880455017089843750e+01,1.774030914306640625e+02,1.686574554443359375e+02,1.715795440673828125e+02
8.641499328613281250e+01,8.618681335449218750e+01,1.757152557373046875e+02,1.224224472045898438e+02,1.082664260864257812e+02,1.394735412597656250e+02,7.226853179931640625e+01,1.554998474121093750e+02,1.357070922851562500e+02,1.806664886474609375e+02
7.366076660156250000e+01,1.097687301635742188e+02,1.799103546142578125e+02,9.814937591552734375e+01,1.165395660400390625e+02,1.478905487060546875e+02,9.808349609375000000e+01,1.787547149658203125e+02,1.694406280517578125e+02,1.721730499267578125e+02
8.104707336425781250e+01,9.794617462158203125e+01,1.788662414550781250e+02,1.103083877563476562e+02,1.260537490844726562e+02,1.500263366699218750e+02,9.253518676757812500e+01,1.794948272705078125e+02,1.479204711914062500e+02,1.865936126708984375e+02
8.068634796142578125e+01,1.115860671997070312e+02,1.680995025634765625e+02,9.759053039550781250e+01,1.244180374145507812e+02,1.459958953857421875e+02,1.055830535888671875e+02,1.795725250244140625e+02,1.633367309570312500e+02,1.707900695800781250e+02
6.672143554687500000e+01,1.114616928100585938e+02,1.864532318115234375e+02,9.745583343505859375e+01,1.342608795166015625e+02,1.538191070556640625e+02,1.046497497558593750e+02,1.920270385742187500e+02,1.687926635742187500e+02,1.829788513183593750e+02
8.276786041259765625e+01,9.875810241699218750e+01,1.775430908203125000e+02,1.099304199218750000e+02,1.284910125732421875e+02,1.407294311523437500e+02,9.325811004638671875e+01,1.740568542480468750e+02,1.525012817382812500e+02,1.799361877441406250e+02
8.004952239990234375e+01,1.144570617675781250e+02,1.740218505859375000e+02,9.245032501220703125e+01,1.094919281005859375e+02,1.223260726928710938e+02,1.000704345703125000e+02,1.800187377929687500e+02,1.634473266601562500e+02,1.677466888427734375e+02
7.713655090332031250e+01,1.152735824584960938e+02,1.694408416748046875e+02,9.384900665283203125e+01,1.362879333496093750e+02,1.384786224365234375e+02,1.081516876220703125e+02,1.789511108398437500e+02,1.699549102783203125e+02,1.635879974365234375e+02
8.200545501708984375e+01,1.078248062133789062e+02,1.768689575195312500e+02,1.018414993286132812e+02,1.294327850341796875e+02,1.518399047851562500e+02,1.003110198974609375e+02,1.735556945800781250e+02,1.686458435058593750e+02,1.690360260009765625e+02
8.552490997314453125e+01,9.307238006591796875e+01,1.818639068603515625e+02,1.151538162231445312e+02,1.271476516723632812e+02,1.405273437500000000e+02,8.436937713623046875e+01,1.597518157958984375e+02,1.583370361328125000e+02,1.753453674316406250e+02
8.136110687255859375e+01,9.268028259277343750e+01,1.810042724609375000e+02,1.176610794067382812e+02,1.220011138916015625e+02,1.599924774169921875e+02,8.551132965087890625e+01,1.770783691406250000e+02,1.386112823486328125e+02,1.903003234863281250e+02
7.744614410400390625e+01,1.107935943603515625e+02,1.760358428955078125e+02,9.687752532958984375e+01,1.352335052490234375e+02,1.491051483154296875e+02,9.851878356933593750e+01,1.757839202880859375e+02,1.727680816650390625e+02,1.651621704101562500e+02
7.469805145263671875e+01,9.830243682861328125e+01,1.834114227294921875e+02,1.099454574584960938e+02,1.380530242919921875e+02,1.532941741943359375e+02,8.838025665283203125e+01,1.788826751708984375e+02,1.511260681152343750e+02,1.843161468505859375e+02
7.969833374023437500e+01,1.197869644165039062e+02,1.674251556396484375e+02,8.945645904541015625e+01,1.452008666992187500e+02,1.400429229736328125e+02,1.162181015014648438e+02,1.804617462158203125e+02,1.774380645751953125e+02,1.588578796386718750e+02
8.032335662841796875e+01,1.121421508789062500e+02,1.704642639160156250e+02,9.603697967529296875e+01,1.172735214233398438e+02,1.433446807861328125e+02,1.031794662475585938e+02,1.742906341552734375e+02,1.687522735595703125e+02,1.622941436767578125e+02
7.617547607421875000e+01,9.691351318359375000e+01,1.826830291748046875e+02,1.100362091064453125e+02,1.187816619873046875e+02,1.583087310791015625e+02,8.540359497070312500e+01,1.746596527099609375e+02,1.533513336181640625e+02,1.830442199707031250e+02
7.862459564208984375e+01,9.730164337158203125e+01,1.843939819335937500e+02,1.121608963012695312e+02,1.286128234863281250e+02,1.358900146484375000e+02,8.957226562500000000e+01,1.748667449951171875e+02,1.508405151367187500e+02,1.833595123291015625e+02
7.464138793945312500e+01,1.072014083862304688e+02,1.756079559326171875e+02,1.001439743041992188e+02,1.359541931152343750e+02,1.380196380615234375e+02,9.526895141601562500e+01,1.749606781005859375e+02,1.666955718994140625e+02,1.690585174560546875e+02
7.955182647705078125e+01,1.040506973266601562e+02,1.776725311279296875e+02,1.032001876831054688e+02,1.265648422241210938e+02,1.470240325927734375e+02,9.160971832275390625e+01,1.707709197998046875e+02,1.676736755371093750e+02,1.695360717773437500e+02
6.652603912353515625e+01,1.032957382202148438e+02,1.913076477050781250e+02,1.053388137817382812e+02,1.339290313720703125e+02,1.715501098632812500e+02,9.580308532714843750e+01,1.951379852294921875e+02,1.581197814941406250e+02,1.948734130859375000e+02
8.193746185302734375e+01,9.833381652832031250e+01,1.747227478027343750e+02,1.088645629882812500e+02,1.282788543701171875e+02,1.391694946289062500e+02,9.146575927734375000e+01,1.756260986328125000e+02,1.509831848144531250e+02,1.818308715820312500e+02
8.036272430419921875e+01,1.038602752685546875e+02,1.803629913330078125e+02,1.013273162841796875e+02,1.175020751953125000e+02,1.600203247070312500e+02,1.064799423217773438e+02,1.852364501953125000e+02,1.664425659179687500e+02,1.841422271728515625e+02
8.054190826416015625e+01,9.721294403076171875e+01,1.791928405761718750e+02,1.100552597045898438e+02,1.327749328613281250e+02,1.267122421264648438e+02,9.289918518066406250e+01,1.726897430419921875e+02,1.510865936279296875e+02,1.807050933837890625e+02
8.646758270263671875e+01,9.872983551025390625e+01,1.748522491455078125e+02,1.116445617675781250e+02,1.323744506835937500e+02,1.428238830566406250e+02,9.128993225097656250e+01,1.678052825927734375e+02,1.510647583007812500e+02,1.757971343994140625e+02
7.366884613037109375e+01,1.046951675415039062e+02,1.844869384765625000e+02,1.040761718750000000e+02,1.352307128906250000e+02,1.488385620117187500e+02,9.629634094238281250e+01,1.836284484863281250e+02,1.627424468994140625e+02,1.831847534179687500e+02
6.452001190185546875e+01,1.034214172363281250e+02,1.865931396484375000e+02,1.041707229614257812e+02,1.238891830444335938e+02,1.693275604248046875e+02,8.900599670410156250e+01,1.864529418945312500e+02,1.578071594238281250e+02,1.871031646728515625e+02
8.328946685791015625e+01,1.133460006713867188e+02,1.700048217773437500e+02,9.779666137695312500e+01,1.235539398193359375e+02,1.444818878173828125e+02,1.100178222656250000e+02,1.803578186035156250e+02,1.617857360839843750e+02,1.721420593261718750e+02
8.438916778564453125e+01,1.009097747802734375e+02,1.736162109375000000e+02,1.084972381591796875e+02,1.378224182128906250e+02,1.357178802490234375e+02,9.704273223876953125e+01,1.696962127685546875e+02,1.535110168457031250e+02,1.735197296142578125e+02
7.883560943603515625e+01,9.118231964111328125e+01,1.811939239501953125e+02,1.159183654785156250e+02,1.225185852050781250e+02,1.447222137451171875e+02,8.528781127929687500e+01,1.713152008056640625e+02,1.478064270019531250e+02,1.859458923339843750e+02
7.238487243652343750e+01,1.034957199096679688e+02,1.835510101318359375e+02,1.039987182617187500e+02,1.503007049560546875e+02,1.211237640380859375e+02,9.328789520263671875e+01,1.741544189453125000e+02,1.708214111328125000e+02,1.715078887939453125e+02
8.274729919433593750e+01,1.041355133056640625e+02,1.752826690673828125e+02,1.025193176269531250e+02,1.382375488281250000e+02,1.523252410888671875e+02,8.938545227050781250e+01,1.680489959716796875e+02,1.697693176269531250e+02,1.644392852783203125e+02
7.897502899169921875e+01,9.759596252441406250e+01,1.798989105224609375e+02,1.099912567138671875e+02,1.327513732910156250e+02,1.441599121093750000e+02,9.063459014892578125e+01,1.731777954101562500e+02,1.541609954833984375e+02,1.801849670410156250e+02
8.807376098632812500e+01,1.058544082641601562e+02,1.677974395751953125e+02,1.040451126098632812e+02,1.426932678222656250e+02,1.398096466064453125e+02,1.037922058105468750e+02,1.773448791503906250e+02,1.575493927001953125e+02,1.752875823974609375e+02
8.655947113037109375e+01,9.955628967285156250e+01,1.730141143798828125e+02,1.088657760620117188e+02,1.444628753662109375e+02,1.369885864257812500e+02,8.935392761230468750e+01,1.623181915283203125e+02,1.612328643798828125e+02,1.673832092285156250e+02
7.870920562744140625e+01,9.764140319824218750e+01,1.827564239501953125e+02,1.101810684204101562e+02,1.239832763671875000e+02,1.509956970214843750e+02,8.793962097167968750e+01,1.735051116943359375e+02,1.544247436523437500e+02,1.813633117675781250e+02
7.956427001953125000e+01,8.934181976318359375e+01,1.890132293701171875e+02,1.178489227294921875e+02,1.115393753051757812e+02,1.638467254638671875e+02,8.718275451660156250e+01,1.836717529296875000e+02,1.429889221191406250e+02,1.992596740722656250e+02
8.570459747314453125e+01,9.755186462402343750e+01,1.776825866699218750e+02,1.108458328247070312e+02,1.497159271240234375e+02,1.489407958984375000e+02,9.492958068847656250e+01,1.775330352783203125e+02,1.504573364257812500e+02,1.843008880615234375e+02
8.134997558593750000e+01,9.191339111328125000e+01,1.853317108154296875e+02,1.161187896728515625e+02,1.191002731323242188e+02,1.507997589111328125e+02,8.053419494628906250e+01,1.612763366699218750e+02,1.571134643554687500e+02,1.788127593994140625e+02
8.429888916015625000e+01,1.082757110595703125e+02,1.723894195556640625e+02,9.944217681884765625e+01,1.386848297119140625e+02,1.430170745849609375e+02,1.033963165283203125e+02,1.738418884277343750e+02,1.708447875976562500e+02,1.655933380126953125e+02
7.868688964843750000e+01,1.100037994384765625e+02,1.763081359863281250e+02,9.822116851806640625e+01,1.277494812011718750e+02,1.482529907226562500e+02,1.006765747070312500e+02,1.750000000000000000e+02,1.723447265625000000e+02,1.660454864501953125e+02
8.061611175537109375e+01,1.142641296386718750e+02,1.711276550292968750e+02,9.221993255615234375e+01,1.400897216796875000e+02,1.199683227539062500e+02,1.130294799804687500e+02,1.803692626953125000e+02,1.752046203613281250e+02,1.659696502685546875e+02
8.531835174560546875e+01,1.104243469238281250e+02,1.702386779785156250e+02,9.829109954833984375e+01,1.608038482666015625e+02,1.294369659423828125e+02,1.156616516113281250e+02,1.757031860351562500e+02,1.706173400878906250e+02,1.660857849121093750e+02
7.571347808837890625e+01,1.064179840087890625e+02,1.786977081298828125e+02,1.008433380126953125e+02,1.287438507080078125e+02,1.538528137207031250e+02,9.891890716552734375e+01,1.852692871093750000e+02,1.588354797363281250e+02,1.824608459472656250e+02
8.470294189453125000e+01,1.011317825317382812e+02,1.709642791748046875e+02,1.082292556762695312e+02,1.250870895385742188e+02,1.261197967529296875e+02,9.489515686035156250e+01,1.727489624023437500e+02,1.500073699951171875e+02,1.769632110595703125e+02
8.668315887451171875e+01,9.735352325439453125e+01,1.738681182861328125e+02,1.123202285766601562e+02,1.292212829589843750e+02,1.427185821533203125e+02,8.543685150146484375e+01,1.604314727783203125e+02,1.543750762939453125e+02,1.716623992919921875e+02
7.816449737548828125e+01,1.184848861694335938e+02,1.703550109863281250e+02,9.007741546630859375e+01,1.348334045410156250e+02,1.399439392089843750e+02,1.155107879638671875e+02,1.821550445556640625e+02,1.758657836914062500e+02,1.631757202148437500e+02
8.409300994873046875e+01,9.328005981445312500e+01,1.848506927490234375e+02,1.131052932739257812e+02,1.326084136962890625e+02,1.373236389160156250e+02,8.609550476074218750e+01,1.692099761962890625e+02,1.608289031982421875e+02,1.825181884765625000e+02
8.275481414794921875e+01,1.097721862792968750e+02,1.708929595947265625e+02,9.883152770996093750e+01,1.446796569824218750e+02,1.371100921630859375e+02,1.030096740722656250e+02,1.754146575927734375e+02,1.673381195068359375e+02,1.665155944824218750e+02
8.073473358154296875e+01,1.006123657226562500e+02,1.781314697265625000e+02,1.073011627197265625e+02,1.374848785400390625e+02,1.485462646484375000e+02,9.435846710205078125e+01,1.786317749023437500e+02,1.531055908203125000e+02,1.819921722412109375e+02
